what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752036270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752066987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752092711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752097142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752102690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752105821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752107718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752109379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752126658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752144748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752153260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752154449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752160975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752162690
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1446752167730
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1446752172824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752180872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752185720
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1446752189333
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1446752196577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752204906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752205985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752239742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752244228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752256516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752258623
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1446752267021
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1446752267059
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1446752267061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752267759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1446752387944
